"label","@id","map","@type","skos:sameas","skos:sameas","skos:closematch"
"rufibrenta ruficollis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1209","eol","bird","https://eol.org/pages/45513542",,
"turdus merula","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1210","eol","bird","https://eol.org/pages/45510215",,
"unidentified bird","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1211",,"bird",,,
"raja clavata","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1212","eol","fish","https://eol.org/pages/46560547",,
"acipenseridae","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1213","eol","fish","https://eol.org/pages/8302",,
"alosa sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1214","eol","fish","https://eol.org/pages/46562368",,
"esox lucius","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1215","eol","fish","https://eol.org/pages/46582152",,
"cyprinidae","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1216","eol","fish","https://eol.org/pages/3198",,
"silurus glanis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1217","eol","fish","https://eol.org/pages/46581838",,
"sander lucioperca","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1218","eol","fish","https://eol.org/pages/46580134",,
"liza sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1219","eol","fish","https://eol.org/pages/46571485",,
"rubble stone","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/122",,"findtype",,,
"scophthalmus rhombus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1220","eol","fish","https://eol.org/pages/46570246",,
"labridae","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1221","eol","fish","https://eol.org/pages/5305",,
"scorpaena sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1222","eol","fish","https://eol.org/pages/46567865",,
"sarda sarda","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1223","eol","fish","https://eol.org/pages/46577302",,
"gobius cobitis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1224","eol","fish","https://eol.org/pages/46575227",,
"unidentified fish","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/1225",,"fish",,,
"charcoal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/124",,"findtype",,,
"marble","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/125","#N/A","#N/A","#N/A",,
"plaster","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/126",,"findtype",,,
"chert","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/127",,"findtype",,,
"viii","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/128",,"phase",,,
"v","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/129",,"phase",,,
"bad","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/13",,"preservation",,,
"vii","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/130",,"phase",,,
"vi","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/131",,"phase",,,
"organic material","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/132",,"sampletype",,,
"flotation","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/133",,"sampletype",,,
"carbonised wood","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/134",,"sampletype",,,
"residue analysis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/135",,"sampletype",,,
"metallurgical","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/136",,"sampletype",,,
"palaeobotanical","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/137",,"sampletype",,,
"soil composition","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/138",,"sampletype",,,
"mortar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/139",,"sampletype",,,
"good","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/14",,"preservation",,,
"architectural sample","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/140",,"sampletype",,,
"iron","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/141","getty","material","http://vocab.getty.edu/aat/300011002",,
"bronze","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/142","getty","material","http://vocab.getty.edu/aat/300010942",,
"iron_bronze","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/143",,"material",,,
"carbon","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/144","getty","material","http://vocab.getty.edu/aat/300264720",,
"clay","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/145","getty","material","http://vocab.getty.edu/aat/300010439",,
"stone","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/146","getty","material","http://vocab.getty.edu/aat/300011176",,
"ceramic","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/147","getty","material","http://vocab.getty.edu/aat/300235507",,
"semi-precious stone","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/148","getty","material","http://vocab.getty.edu/aat/300011175",,
"gold","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/149","getty","material","http://vocab.getty.edu/aat/300011021",,
"very good","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/15",,"preservation",,,
"mineral","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/150","getty","material","http://vocab.getty.edu/aat/300011068",,
"pasta vitrea","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/151","getty","material","http://vocab.getty.edu/aat/300263723",,
"wood","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/152","getty","material","http://vocab.getty.edu/aat/300011914",,
"lead","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/153","getty","material","http://vocab.getty.edu/aat/300011022",,
"flint","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/154","getty","material","http://vocab.getty.edu/aat/300011141",,
"horn","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/155","getty","material","http://vocab.getty.edu/aat/300011826",,
"copper","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/156","getty","material","http://vocab.getty.edu/aat/300011020",,
"bone_metal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/157",,"material",,,
"pumice","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/158","getty","material","http://vocab.getty.edu/aat/300011250",,
"ivory","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/159","getty","material","http://vocab.getty.edu/aat/300011857",,
"excellent","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/16","#N/A","#N/A","#N/A",,
"avena sativa","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/166","eol","botany","https://eol.org/pages/1114783",,
"cereal grain fragments","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/167","eol","botany","https://eol.org/pages/49307128",,
"culm remains","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/168","eol","botany","https://eol.org/pages/49307128",,
"modern","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/17","periodo","period","http://n2t.net/ark:/99152/p0b6j5m46gm",,
"hordeum vulgare","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/170","eol","botany","https://eol.org/pages/1114455",,
"hordeum vulgare var.coeleste","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/171","eol","botany","https://eol.org/pages/1114455",,
"panicum miliaceum","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/172","eol","botany","https://eol.org/pages/1114498",,
"secale cereale","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/173","eol","botany","https://eol.org/pages/1115159",,
"setaria italicum","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/174","eol","botany","https://eol.org/pages/1114673",,
"triticum aestivum s.l.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/175","eol","botany","https://eol.org/pages/1115240",,
"triticum dicoccon","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/176","eol","botany","https://eol.org/pages/1114086",,
"triticum monococcum","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/177","eol","botany","https://eol.org/pages/1115242",,
"triticum spelta","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/178","eol","botany","https://eol.org/pages/1115243",,
"tr aestsl rachis internodes","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/179","eol","botany","https://eol.org/pages/1115240",,
"13th century","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/18","periodo","period","http://n2t.net/ark:/99152/p0b6j5m3t44",,
"trmon or dic rachis internodes","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/181","eol","botany","https://eol.org/pages/108051",,
"trmon or dic spikelet forks","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/182","eol","botany","https://eol.org/pages/108051",,
"triticum mon spikelet forks","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/183","eol","botany","https://eol.org/pages/1115242",,
"triticum spelta spikelet forks","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/184","eol","botany","https://eol.org/pages/1115243",,
"lens culinaris","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/185","eol","botany","https://eol.org/pages/647510",,
"pisum sativum","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/186","eol","botany","https://eol.org/pages/703192",,
"vicia ervilia","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/187","eol","botany","https://eol.org/pages/703201",,
"vicia sativa","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/188","eol","botany","https://eol.org/pages/703227",,
"vicia faba var minor","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/189","eol","botany","https://eol.org/pages/50502932",,
"late byzantine (13th-14th century)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/19","periodo","period","http://n2t.net/ark:/99152/p0b6j5mzmnj",,
"vicia sp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/190","eol","botany","https://eol.org/pages/13463",,
"vitis vinifera","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/191","eol","botany","https://eol.org/pages/582304",,
"agrostemma githago","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/192","eol","botany","https://eol.org/pages/587250",,
"bromus arvensis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/193","eol","botany","https://eol.org/pages/1114226",,
"bromus sterilis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/194","eol","botany","https://eol.org/pages/1114247",,
"centaurea sp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/195","eol","botany","https://eol.org/pages/39897355",,
"convovulus arvensis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/196","eol","botany","https://eol.org/pages/582958",,
"persica vulgaris","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/197","eol","botany","https://eol.org/pages/631649",,
"prunus cerasus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/198","eol","botany","https://eol.org/pages/242597",,
"undated","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/20","periodo","period",,,
"prunus sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/200","eol","botany","https://eol.org/pages/39934521",,
"corylus avellana shells","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/201","eol","botany","https://eol.org/pages/1147599",,
"morus nigra","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/202","eol","botany","https://eol.org/pages/596202",,
"juglans regia shells","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/203","eol","botany","https://eol.org/pages/487229",,
"unidentified leguminosae","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/205","eol","botany","https://eol.org/pages/4277",,
"unidentified","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/206","eol","botany","https://eol.org/pages/42430800",,
"urtica sp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/207","eol","botany","https://eol.org/pages/38080",,
"olea europaea","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/208","eol","botany","https://eol.org/pages/579181",,
"rubus  idaeus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/209","eol","botany","https://eol.org/pages/625333",,
"middle byzantine (9-12th century)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/21","periodo","period","http://n2t.net/ark:/99152/p0b6j5mq3ms",,
"ficus carica","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/210","eol","botany","https://eol.org/pages/594632",,
"sambucus edulus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/211","eol","botany","https://eol.org/pages/488732",,
"sambucusnigra","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/212","eol","botany","https://eol.org/pages/488731",,
"setaria glauca","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/213","eol","botany","https://eol.org/pages/108098",,
"setaria viridis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/214","eol","botany","https://eol.org/pages/1114660",,
"setaria viridis verticillata","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/215","eol","botany","https://eol.org/pages/1114661",,
"silene sp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/216","eol","botany","https://eol.org/pages/37656",,
"anhusa sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/217","eol","botany","https://eol.org/pages/70954",,
"astragalus sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/218","eol","botany","https://eol.org/pages/47113496",,
"ballota nigra","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/219","eol","botany","https://eol.org/pages/579636",,
"byzantine (general)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/22","periodo","period","http://n2t.net/ark:/99152/p0b6j5mmfbc",,
"brassica sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/220","eol","botany","https://eol.org/pages/38390",,
"buglossoides arvense","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/221","eol","botany","https://eol.org/pages/489676",,
"buglossoides officinale","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/222","eol","botany","https://eol.org/pages/62204",,
"chenopodium album","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/223","eol","botany","https://eol.org/pages/47128802",,
"echinochloa  crus galli","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/224","eol","botany","https://eol.org/pages/1115346",,
"euphorbia helioscopia","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/225","eol","botany","https://eol.org/pages/1144727",,
"fallopia convolvulus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/226","eol","botany","https://eol.org/pages/586686",,
"fumaria officinalis.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/227","eol","botany","https://eol.org/pages/590512",,
"galium aparine","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/228","eol","botany","https://eol.org/pages/1098038",,
"lolium temulentum","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/229","eol","botany","https://eol.org/pages/1114469",,
"roman","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/23","periodo","period","http://n2t.net/ark:/99152/p0b6j5mh84m",,
"malva  silvestris","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/230","eol","botany","https://eol.org/pages/584656",,
"malva neglecta","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/231","eol","botany","https://eol.org/pages/584651",,
"malva pusilla","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/232","eol","botany","https://eol.org/pages/47124241",,
"viola arvensis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/233","eol","botany","https://eol.org/pages/584594",,
"polygonum convolvulus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/234","eol","botany","https://eol.org/pages/586686",,
"rumex acetosella","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/235","eol","botany","https://eol.org/pages/585262",,
"rumex  crispus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/236","eol","botany","https://eol.org/pages/585266",,
"trifolium repens","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/237","eol","botany","https://eol.org/pages/703436",,
"trifolium sp.","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/238","eol","botany","https://eol.org/pages/47117019",,
"early byzantine (5th-7th century)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/24","periodo","period","http://n2t.net/ark:/99152/p0b6j5mtpfd",,
"14th century","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/242","periodo","period","http://n2t.net/ark:/99152/p0b6j5mchgh",,
"10r 2,5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/243",,"munsell colour",,,
"5yr 3_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/244",,"munsell colour",,,
"7_5 yr 7_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/245",,"munsell colour",,,
"2,5y 7_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/246",,"munsell colour",,,
"5yr 4_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/247",,"munsell colour",,,
"2,5yr 7_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/248",,"munsell colour",,,
"10r 5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/249",,"munsell colour",,,
"hellenistic","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/25","periodo","period",,,
"2,5y 3_5","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/250",,"munsell colour",,,
"5y 3_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/251",,"munsell colour",,,
"5y 5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/252",,"munsell colour",,,
"2,5yr 4_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/253",,"munsell colour",,,
"5y 2_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/254",,"munsell colour",,,
"x","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/255",,"phase",,,
"xiv","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/256",,"phase",,,
"xii","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/257",,"phase",,,
"xiii","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/258",,"phase",,,
"intentional","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/259",,"formation intention",,,
"!secure date","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/26/False",,"record flag",,,
"secure date","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/26/True",,"record flag",,,
"casual","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/260",,"formation intention",,,
"artificial","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/261",,"formation source",,,
"natural","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/262",,"formation source",,,
"bad reliability","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/263",,"stratigraphic reliability",,,
"medium reliability","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/264",,"stratigraphic reliability",,,
"very good reliabilty","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/265",,"stratigraphic reliability",,,
"good reliability","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/266",,"stratigraphic reliability",,,
"excellent reliability","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/267",,"stratigraphic reliability",,,
"!mapped","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/269/False",,"drw_status",,,
"mapped","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/269/True",,"drw_status",,,
"!sketch","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/27/False",,"drw_status",,,
"sketch","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/27/True",,"drw_status",,,
"!digitized","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/271/False",,"drw_status",,,
"digitized","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/271/True",,"drw_status",,,
"1 to 50","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/272",,"scale",,,
"1 to 20","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/273",,"scale",,,
"1 to 10","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/274",,"scale",,,
"!scanned","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/275/False",,"drw_status",,,
"scanned","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/275/True",,"drw_status",,,
"!gcps","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/276/False",,"drw_status",,,
"gcps","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/276/True",,"drw_status",,,
"!geo-referenced","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/277/False",,"drw_status",,,
"geo-referenced","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/277/True",,"drw_status",,,
"northwest","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/278",,"facing",,,
"northeast","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/279",,"facing",,,
"!closed","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/28/False",,"record flag",,,
"closed","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/28/True",,"record flag",,,
"southwest","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/280",,"facing",,,
"west","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/281",,"facing",,,
"southeast","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/282",,"facing",,,
"south","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/283",,"facing",,,
"north","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/284",,"facing",,,
"east","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/285",,"facing",,,
"ii","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/289",,"phase",,,
"!completed","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/29/False",,"record flag",,,
"completed","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/29/True",,"record flag",,,
"xi","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/293",,"phase",,,
28,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/294",,"room",,,
33,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/295",,"room",,,
32,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/296",,"room",,,
29,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/297",,"room",,,
"n_a","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/298",,"room",,,
31,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/299",,"room",,,
"erosion","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/3",,"formation type",,,
26,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/300",,"room",,,
23,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/301",,"room",,,
20,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/302",,"room",,,
25,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/303",,"room",,,
36,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/304",,"room",,,
30,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/305",,"room",,,
"tomb 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/306",,"room",,,
"grave 1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/307",,"room",,,
35,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/308",,"room",,,
"31a","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/309",,"room",,,
37,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/310",,"room",,,
34,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/311",,"room",,,
38,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/312",,"room",,,
"tomb 5","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/313",,"room",,,
"31 probe","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/314",,"room",,,
"complex 3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/315","local","area",,,
"stenopos","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/316","local","area",,,
"church","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/317","local","area",,,
"complex 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/318","local","area",,,
"courtyard","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/319","local","area",,,
"10yr 3_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/32",,"munsell colour",,,
"main street","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/320","local","area",,,
"tomb 3 (courtyard)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/321","local","area",,,
"tomb 4 (courtyard)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/322","local","area",,,
"cherson","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/324","#N/A","#N/A","#N/A",,
"constantinople","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/325","#N/A","#N/A","#N/A",,
"constantinople?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/326","#N/A","#N/A","#N/A",,
"constantinople (hahn 1978, grierson-mays 1992, ric x) or cherson (anokhin 1980, sokolova 1983]","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/327","#N/A","#N/A","#N/A",,
"siscia","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/328","#N/A","#N/A","#N/A",,
"nicomedia","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/329","#N/A","#N/A","#N/A",,
"10yr 4_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/33",,"munsell colour",,,
"kerkinitis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/330","#N/A","#N/A","#N/A",,
"constaninople","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/331","#N/A","#N/A","#N/A",,
"?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/332","#N/A","#N/A","#N/A",,
"cherson?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/333","#N/A","#N/A","#N/A",,
"nicomedia or cyzicus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/334","#N/A","#N/A","#N/A",,
"cyzicus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/335","#N/A","#N/A","#N/A",,
"sicily (syracuse)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/336","#N/A","#N/A","#N/A",,
"antioch","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/337","#N/A","#N/A","#N/A",,
"nikomedia?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/338","#N/A","#N/A","#N/A",,
"heracleia","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/339","#N/A","#N/A","#N/A",,
"gley 5gy 8_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/34",,"munsell colour",,,
"10yr 4_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/35",,"munsell colour",,,
