"label","@id","map","@type","skos:sameas","skos:sameas","skos:closematch"
"unidentified middle byzantine amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/890",,"ceramic type",,,
"glazed white ware i, hayes 1992","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/891",,"ceramic type",,,
"gww ii, type 3, hayes 1992","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/892",,"ceramic type",,,
"hellenistic plain fineware jar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/893",,"ceramic type",,,
"fine sgraffito ware ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/894",,"ceramic type",,,
"cos","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/895",,"ceramic type",,,
"unidentified middle-late byzantine amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/896",,"ceramic type",,,
"gww ii, type 13-14, hayes 1992","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/897",,"ceramic type",,,
"megarian bowl","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/898",,"ceramic type",,,
"red clay (zeest - 63)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/899",,"ceramic type",,,
"burial","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/9",,"formation type",,,
"10yr 7_8","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/90",,"munsell colour",,,
"red clay (zeest - 72)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/900",,"ceramic type",,,
"arsw, form 99 ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/901",,"ceramic type",,,
"brick","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/902",,"ceramic type",,,
"gww ii, type 13-14","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/903",,"ceramic type",,,
"gww ii, type 1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/904",,"ceramic type",,,
"gww ii, type 3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/905",,"ceramic type",,,
"polychrome ware (white clay)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/906",,"ceramic type",,,
"chios","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/907",,"ceramic type",,,
"thasos","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/908",,"ceramic type",,,
"knidos","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/909",,"ceramic type",,,
"2,5yr 4_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/91",,"munsell colour",,,
"lrd (\""cypriot sigillata\""), form 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/910",,"ceramic type",,,
"knidos (?)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/911",,"ceramic type",,,
"kos","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/912",,"ceramic type",,,
"corinth","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/913",,"ceramic type",,,
"hellenistic jars","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/914",,"ceramic type",,,
"class 51","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/915",,"ceramic type",,,
"storage jar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/916",,"ceramic type",,,
"fritware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/917",,"ceramic type",,,
"unidentified middle byzantine glazed ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/918",,"ceramic type",,,
"closed storage form","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/919",,"ceramic type",,,
"2.5y 4_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/92",,"munsell colour",,,
"thasos (?)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/920",,"ceramic type",,,
"chios (?)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/921",,"ceramic type",,,
"hellenistic jar or bowl","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/922",,"ceramic type",,,
"hellenistic plain fineware jar or bowl","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/923",,"ceramic type",,,
"pan tiles of the 10th-13th c. with stamps","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/924",,"ceramic type",,,
"kalypter of the 8th-10th c. (?) with stamp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/925",,"ceramic type",,,
"chersonesos (of which one fragment with a stamp)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/926",,"ceramic type",,,
"heraklea","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/927",,"ceramic type",,,
"red clay","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/928",,"ceramic type",,,
"light clay, first centuries ad ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/929",,"ceramic type",,,
"2,5y 7_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/93",,"munsell colour",,,
"class 1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/930",,"ceramic type",,,
"class 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/931",,"ceramic type",,,
"class 4 (gaza type; lra 3-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/932",,"ceramic type",,,
"class 12 (\""running wave\""; lrc 1-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/933",,"ceramic type",,,
"class 18 (with funnel rim; lra 2-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/934",,"ceramic type",,,
"class 22 (zeest-95; lra 10-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/935",,"ceramic type",,,
"class 24 (\""black sea\"" with rilled zones)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/936",,"ceramic type",,,
"class 36 (\""black sea\"")","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/937",,"ceramic type",,,
"cookpots","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/938",,"ceramic type",,,
"hellenistic casserole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/939",,"ceramic type",,,
"lid (type)s","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/940",,"ceramic type",,,
"oinochoai","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/941",,"ceramic type",,,
"closed plain form","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/942",,"ceramic type",,,
"open plain forms","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/943",,"ceramic type",,,
"zeuxippos ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/944",,"ceramic type",,,
"group 3 (yakobson) - aegean ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/945",,"ceramic type",,,
"group 6 (yakobson) - polychrome sgraffito ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/946",,"ceramic type",,,
"group 8 (yakobson ) - slip-painted ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/947",,"ceramic type",,,
"unidentified waster","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/948",,"ceramic type",,,
"glazed white ware ii ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/949",,"ceramic type",,,
"2,5yr 6_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/95",,"munsell colour",,,
"incense-burner","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/950",,"ceramic type",,,
"lrc, form 1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/951",,"ceramic type",,,
"lrc, form 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/952",,"ceramic type",,,
"lrc, form 10 a","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/953",,"ceramic type",,,
"lrc, lrd, arsw (stems, walls)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/954",,"ceramic type",,,
"red-slip jug","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/955",,"ceramic type",,,
"bowls of 1st-2nd c. ad","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/956",,"ceramic type",,,
"closed gray-clay forms","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/957",,"ceramic type",,,
"open gray-clay forms","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/958",,"ceramic type",,,
"open black-gloss forms","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/959",,"ceramic type",,,
"5yr 3_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/96",,"munsell colour",,,
"closed black-gloss forms","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/960",,"ceramic type",,,
"tiles with stamps","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/961",,"ceramic type",,,
"late roman","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/962",,"ceramic type",,,
"zeest 72","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/963",,"ceramic type",,,
"cookware (type)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/964",,"ceramic type",,,
"group 8 (yakobson) - slip-painted ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/965",,"ceramic type",,,
"class 18 (with funnel rim) (lra 2-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/966",,"ceramic type",,,
"unidentified type","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/967",,"ceramic type",,,
"megarian bowls","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/968",,"ceramic type",,,
"class 36 (\""black sea\"" ribbed)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/969",,"ceramic type",,,
"7_5 yr 4_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/97",,"munsell colour",,,
"incense-burners","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/970",,"ceramic type",,,
"tile (type)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/971",,"ceramic type",,,
"group 3-4 (yakobson) - aegean ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/972",,"ceramic type",,,
"light clay, first centuries ad (sinope)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/973",,"ceramic type",,,
"fine sgraffito group (?)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/974",,"ceramic type",,,
"white-clay jugs","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/975",,"ceramic type",,,
"hellenistic amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/976",,"ceramic type",,,
"kashin pottery - turquoise glazed faience bowl","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/977",,"ceramic type",,,
"plain lids","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/978",,"ceramic type",,,
"unidentified red-clay glazed ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/979",,"ceramic type",,,
"2,5y 5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/98",,"munsell colour",,,
"light clay (zeest 104-105; shelov type e-f)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/980",,"ceramic type",,,
"mortars, bowls","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/981",,"ceramic type",,,
"unidentified white-clay glazed fineware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/982",,"ceramic type",,,
"unidentified 5th-7th c. amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/983",,"ceramic type",,,
"red-clay (e.g. zeest 72)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/984",,"ceramic type",,,
"unidentified white-clay glazed ware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/985",,"ceramic type",,,
"class 51-52","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/986",,"ceramic type",,,
"unidentified amphora (small fragments)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/987",,"ceramic type",,,
"chersonesos, stamped","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/988",,"ceramic type",,,
"late roman red-clay","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/989",,"ceramic type",,,
"7_5 yr 5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/99",,"munsell colour",,,
"polychrome","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/990",,"ceramic type",,,
"lrc, form 3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/991",,"ceramic type",,,
"lrd, form 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/992",,"ceramic type",,,
"glazed white ware i","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/993",,"ceramic type",,,
"zeest 72 (\""myrmekeion\"" type)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/994",,"ceramic type",,,
"closed plain form (e.g. flask)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/995",,"ceramic type",,,
"hellenistic_roman amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/996",,"ceramic type",,,
"kashin - turquoise faience","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/997",,"ceramic type",,,
"lrc, form 10","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/998",,"ceramic type",,,
"class 42 (gunsenin-i) and imitations","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/999",,"ceramic type",,,
"area","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/area","local","controlled vocabulary",,,
"birds","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/birds",,"controlled vocabulary",,,
"botany type","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/botanytype",,"controlled vocabulary",,,
"ceramic class","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/ceramic_class",,"controlled vocabulary",,,
"ceramic date","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/ceramic_date",,"controlled vocabulary",,,
"ceramic type","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/ceramic_type",,"controlled vocabulary",,,
"facing","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/face",,"controlled vocabulary",,,
"age","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/faunal_age","#N/A","#N/A","#N/A",,
"part","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/faunal_part","#N/A","#N/A","#N/A",,
"sex","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/faunal_sex","#N/A","#N/A","#N/A",,
"faunal species","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/faunalspecies","#N/A","#N/A","#N/A",,
"findtype","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/findtype",,"controlled vocabulary",,,
"fish","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/fish",,"controlled vocabulary",,,
"formation (intentional)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/formationint",,"controlled vocabulary",,,
"formation (natural)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/formationnat",,"controlled vocabulary",,,
"formation type","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/formationtype",,"controlled vocabulary",,,
"intact?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/intact",,"controlled vocabulary",,,
"mapped?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/mapped",,"controlled vocabulary",,,
"material","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/material",,"controlled vocabulary",,,
"microwear","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/microwear",,"controlled vocabulary",,,
"mint","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/mint","#N/A","#N/A","#N/A",,
"munsell colour","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/munsellcolour",,"controlled vocabulary",,,
"period","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/period",,"controlled vocabulary",,,
"phase","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/phase",,"controlled vocabulary",,,
"record status flag","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/recflag",,"controlled vocabulary",,,
"room","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/room","local","controlled vocabulary",,,
"sample type","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/sampletype",,"controlled vocabulary",,,
"scale","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/scale",,"controlled vocabulary",,,
"sheep_goat","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/sheepgoat","#N/A","#N/A","#N/A",,
"side","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/side",,"controlled vocabulary",,,
"remains present","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/skeletal_frags","osteo","controlled vocabulary",,,
"stratigraphic reliability","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attributetype/stratrel",,"controlled vocabulary",,,
"date excavated","http://ica.tacc.utexas.edu/chersonesos/ark/concept/datetype/dateexcavated","metadata","event",,,
"drawn on","http://ica.tacc.utexas.edu/chersonesos/ark/concept/datetype/drawnon","metadata","event",,,
"interpreted on","http://ica.tacc.utexas.edu/chersonesos/ark/concept/datetype/interpretedon","metadata","event",,,
"date photographed","http://ica.tacc.utexas.edu/chersonesos/ark/concept/datetype/photographedon","metadata","event",,,
"image(s)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/filetype/images","metadata","media",,,
"pdf(s)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/filetype/pdfs","metadata","media",,,
"recording sheets","http://ica.tacc.utexas.edu/chersonesos/ark/concept/filetype/recording_sheets","metadata","media",,,
"sketches","http://ica.tacc.utexas.edu/chersonesos/ark/concept/filetype/sketches","metadata","media",,,
"axis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/axis","#N/A","#N/A","#N/A",,
"birds count","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/birds_count",,"number",,,
"total of ceramics","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/ceramic_total",,"number",,,
"diameter (measured by coin specialist)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/coin_diameter","#N/A","#N/A","#N/A",,
"diameter","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/diameter",,"number",,,
"faunal count","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/faunal_count","#N/A","#N/A","#N/A",,
"fish count","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/fish_count",,"number",,,
"height","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/height",,"number",,,
"length","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/length",,"number",,,
"total","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/total",,"number",,,
"weight (g)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/weight","#N/A","#N/A","#N/A",,
"width","http://ica.tacc.utexas.edu/chersonesos/ark/concept/numbertype/width",,"number",,,
"cuts","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/1/1","#N/A","#N/A","#N/A",,
"cut by","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/1/2","#N/A","#N/A","#N/A",,
"covers","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/2/1","#N/A","#N/A","#N/A",,
"covered by","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/2/2","#N/A","#N/A","#N/A",,
"abuts","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/3/1","#N/A","#N/A","#N/A",,
"abutted by","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/3/2","#N/A","#N/A","#N/A",,
"fills","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/4/1","#N/A","#N/A","#N/A",,
"filled by","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/4/2","#N/A","#N/A","#N/A",,
"bonds with","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/5/2","#N/A","#N/A","#N/A",,
"same as","http://ica.tacc.utexas.edu/chersonesos/ark/concept/spanlabel/6/2","#N/A","#N/A","#N/A",,
"13c","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/13c",,"scientific dating",,,
"15n","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/15n",,"scientific dating",,,
"c_n","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/c_n",,"scientific dating",,,
"c14 (az)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/c14az",,"scientific dating",,,
"c14 (k)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/c14k",,"scientific dating",,,
"c14 (z)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/c14z",,"scientific dating",,,
"catalog code","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/catalog_cd",,"id",,,
"collection #","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/collectionnum",,"id",,,
"comments","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/comments",,"comment",,,
"dating elements","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/datingelem",,"discussion",,,
"denomination","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/denomination","#N/A","#N/A","#N/A",,
"definition","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/desc_brief",,"description",,,
"description","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/description",,"description",,,
"dp2_p2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/dp2",,"mcw",,,
"dp3_p3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/dp3",,"mcw",,,
"dp4_p4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/dp4",,"mcw",,,
"first name","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/firstname","schema.org","givenName","http://schema.org/givenName",,
"grant age","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/grant",,"mcw",,,
"halstead age","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/halstead",,"mcw",,,
"initals","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/initials",,"identifier",,,
"interpretation","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/interp",,"description",,,
"issuing authority","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/issuing","#N/A","#N/A","#N/A",,
"last name","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/lastname","schema.org","familyName","http://chema.org/familyNames",,
"m1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/m1",,"mcw",,,
"m2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/m2",,"mcw",,,
"m3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/m3",,"mcw",,,
"mws_stage","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/mws",,"mcw",,,
"observations","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/observations",,"discussion",,,
"obverse","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/obverse","#N/A","#N/A","#N/A",,
"old context code","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/old_context_code",,"identifier",,,
"old sample code","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/oldsamplecode",,"identifier",,,
"payne","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/payne",,"mcw",,,
"payne age","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/payneage",,"mcw",,,
"publication text","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/pubtext",,"discussion",,,
"reference","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/reference","#N/A","#N/A","#N/A",,
"reverse","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/reverse","#N/A","#N/A","#N/A",,
"rollett and chiu (1994)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/rollett",,"discussion",,,
"short description","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/short_desc",,"description",,,
"preservation","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/skeletal_preservation","osteo","description",,,
"teeth","http://ica.tacc.utexas.edu/chersonesos/ark/concept/txttype/teeth",,"description",,,
