ark_type,ark_id,ark_label,common_name,cleaned_alignment,ncbi_reconciliation,ncbi_urls,ncbi_id,eol_uri,notes
bird_species,,Calidris sp.,Stint and sandpiper family,Calidris,Calidris,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8918,8918,https://eol.org/pages/45509221,Not linked from NCBI
bird_species,,Clangula hyemalis,Long-tailed duck,Clangula hyemalis,Clangula hyemalis,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=197941,197941,https://eol.org/pages/45510598,Dead link in NCBI
bird_species,,Columba livia,Rock pigeon,Columba livia,Columba livia,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8932,8932,https://eol.org/pages/45509376,Dead link in NCBI; common name Carrier pigeon in EOL
bird_species,,Columba palumbus,Common wood pigeon,Columba palumbus,Columba palumbus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8934,8934,https://eol.org/pages/45513599,Dead link in NCBI
bird_species,,Corvus corax,Common raven,Corvus corax,Corvus corax,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=56781,56781,https://eol.org/pages/45510016,Dead link in NCBI
bird_species,,Corvus cornix,Hooded raven,Corvus cornix,Corvus cornix,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=181096,181096,https://eol.org/pages/45510015,Dead link in NCBI
bird_species,,Corvus monedula,European jackdaw,Corvus monedula,Corvus monedula,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=30423,30423,https://eol.org/pages/45510000,Dead link in NCBI; primary name Coloeus monedula in EOL
bird_species,,Coturnix coturnix,Common quail,Coturnix coturnix,Coturnix coturnix,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9091,9091,https://eol.org/pages/45513806,Dead link in NCBI
bird_species,,Gallus gallus f. Domestica,Domestic chicken,Gallus gallus,Gallus gallus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9031,9031,https://eol.org/pages/45513816,Not linked from NCBI
bird_species,,Garrulus glandarius,Eurasian jay,Garrulus glandarius,Garrulus glandarius,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=56783,56783,https://eol.org/pages/45515235,Dead link in NCBI
bird_species,,Gavia arctica,Black-throated loon,Gavia arctica,Gavia arctica,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=57069,57069,https://eol.org/pages/45508996,Dead link in NCBI
bird_species,,Melanitta nigra,Common scoter,Melanitta nigra,Melanitta nigra,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=198027,198027,https://eol.org/pages/45510595,Dead link in NCBI
bird_species,,Netta rufina,Red-crested pochard,Netta rufina,Netta rufina,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=30387,30387,https://eol.org/pages/45513548,Dead link in NCBI
bird_species,,Otis tarda,Great bustard,Otis tarda,Otis tarda,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=73107,73107,https://eol.org/pages/45513576,Dead link in NCBI
bird_species,,Phalacrocorax aristotelis,European shag,Phalacrocorax aristotelis,Phalacrocorax aristotelis,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=126867,126867,https://eol.org/pages/45513571,Dead link in NCBI; primary name Gulosus aristotelis in NCBI
bird_species,,Phalacrocorax carbo,Great cormorant,Phalacrocorax carbo,Phalacrocorax carbo,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9209,9209,https://eol.org/pages/45511373,Dead link in NCBI
bird_species,,Podiceps cristatus,Great crested grebe,Podiceps cristatus,Podiceps cristatus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=345573,345573,https://eol.org/pages/45513833,Dead link in NCBI
bird_species,,Podiceps nigricollis,Black-necked grebe,Podiceps nigricollis,Podiceps nigricollis,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=85099,85099,https://eol.org/pages/45509033,Dead link in NCBI
bird_species,,Puffinus puffinus,Manx shearwater,Puffinus puffinus,Puffinus puffinus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=48688,48688,https://eol.org/pages/45511311,Not linked from NCBI
bird_species,,Rufibrenta ruficollis,Red-breasted goose,Branta ruficollis,Branta ruficollis,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=184715,184715,https://eol.org/pages/45513542,Dead link in NCBI; primary name Branta ruficollis in NCBI and EOL
bird_species,,Turdus merula,Common blackbird,Turdus merula,Turdus merula,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9187,9187,https://eol.org/pages/45510215,Dead link in NCBI
bird_species,,Aegithalos caudatus,Long-tailed tit,Aegithalos caudatus,Aegithalos caudata,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=73327,73327,https://eol.org/pages/45515414,Dead link in NCBI
bird_species,,Gavia stellata,Red-throated loon,Gavia stellata,Gavia stellata,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=37040,37040,https://eol.org/pages/45508995,Dead link in NCBI
bird_species,,Larus cachinnans,Caspian gull,Larus cachinnans,Larus cachinnans,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=119609,119609,https://eol.org/pages/45513594,Dead link in NCBI
bird_species,,Podiceps auritus,Horned grebe,Podiceps auritus,Podiceps auritus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=37050,37050,https://eol.org/pages/45509032,Dead link in NCBI
bird_species,,Podiceps grisegena,Red-necked grebe,Podiceps grisegena,Podiceps grisegena,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=80367,80367,https://eol.org/pages/45509031,Dead link in NCBI
bird_species,,Streptopelia sp.,Turtle dove,Streptopelia sp.,Streptopelia sp.,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=36242,36242,https://eol.org/pages/45509389,Dead link in NCBI; this seems to be the page for the Streptopelia family
bird_species,,Tadorna tadorna,Shelduck,Tadorna tadorna,Tadorna tadorna,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=75865,75865,https://eol.org/pages/45511262,Not linked from NCBI
fish_species,,Raja clavata,Thornback skate,Raja clavata,Raja clavata,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7781,7781,https://eol.org/pages/46560547,Not linked from NCBI
fish_species,,Acipenseridae,Sturgeon family,Acipenseridae,Acipenseridae,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7900,7900,https://eol.org/pages/8302,
fish_species,,Alosa sp.,Herring family including shad,Alosa,Alosa,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=34772,34772,https://eol.org/pages/46562368,Dead link in NCBI
fish_species,,Esox lucius,Northern pike,Esox lucius,Esox lucius,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8010,8010,https://eol.org/pages/46582152,Incorrectly linked from NCBI
fish_species,,Cyprinidae,Carp family,Cyprinidae,Cyprinidae,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7953,7953,https://eol.org/pages/3198,
fish_species,,Silurus glanis,European catfish,Silurus glanis,Silurus glanis,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=94993,94993,https://eol.org/pages/46581838,Dead link in NCBI
fish_species,,Sander lucioperca,Pike-perch,Sander lucioperca,Sander lucioperca,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=283035,283035,https://eol.org/pages/46580134,Not linked from NCBI
fish_species,,Liza sp.,Mullet family,Liza,Liza,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=30803,30803,https://eol.org/pages/46571485,Not linked from NCBI
fish_species,,Scophthalmus rhombus,Brill or turbot,Scophthalmus rhombus,Scophthalmus rhombus,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=65125,65125,https://eol.org/pages/46570246,Dead link in NCBI
fish_species,,Labridae,Wrasses and parrotfishes,Labridae,Labridae,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8247,8247,https://eol.org/pages/5305,
fish_species,,Scorpaena sp.,Scorpionfish family,Scorpaena,Scorpaena,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=72113,72113,https://eol.org/pages/46567865,Incorrectly linked from NCBI
fish_species,,Sarda sarda,Atlantic bonito,Sarda sarda,Sarda sarda,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=8232,8232,https://eol.org/pages/46577302,Dead link in NCBI
fish_species,,Gobius cobitis,Giant goby,Gobius cobitis,Gobius cobitis,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=77594,77594,https://eol.org/pages/46575227,Not linked from NCBI
